accession,hmm_model,score,used_for_classification
NP_001297973.1,canonical_H2A,236.2,True
XP_005813815.1,canonical_H2A,236.2,True
XP_007243489.1,canonical_H2A,236.2,True
XP_008278249.1,canonical_H2A,236.2,True
XP_008330834.1,canonical_H2A,236.2,True
XP_010749214.1,canonical_H2A,236.2,True
XP_012683108.1,canonical_H2A,236.2,True
XP_013992645.1,canonical_H2A,236.2,True
XP_016132196.1,canonical_H2A,236.2,True
XP_016118666.1,canonical_H2A,236.2,True
XP_016345846.1,canonical_H2A,236.2,True
XP_016349085.1,canonical_H2A,236.2,True
XP_016349086.1,canonical_H2A,236.2,True
XP_016416878.1,canonical_H2A,236.2,True
XP_017345146.1,canonical_H2A,236.2,True
XP_018546810.1,canonical_H2A,236.2,True
XP_018610648.1,canonical_H2A,236.2,True
XP_019941073.1,canonical_H2A,236.2,True
XP_020341321.1,canonical_H2A,236.2,True
XP_020476279.1,canonical_H2A,236.2,True
XP_020790210.1,canonical_H2A,236.2,True
XP_021479503.1,canonical_H2A,236.2,True
XP_022054082.1,canonical_H2A,236.2,True
XP_022601515.1,canonical_H2A,236.2,True
XP_023130864.1,canonical_H2A,236.2,True
XP_023260444.1,canonical_H2A,236.2,True
XP_023690790.1,canonical_H2A,236.2,True
XP_023867278.1,canonical_H2A,236.2,True
XP_024287811.1,canonical_H2A,236.2,True
XP_024288078.1,canonical_H2A,236.2,True
XP_026103259.1,canonical_H2A,236.2,True
XP_026129573.1,canonical_H2A,236.2,True
XP_026183860.1,canonical_H2A,236.2,True
XP_026228618.1,canonical_H2A,236.2,True
XP_026797602.1,canonical_H2A,236.2,True
XP_026868495.1,canonical_H2A,236.2,True
XP_027006708.1,canonical_H2A,236.2,True
XP_027886979.1,canonical_H2A,236.2,True
XP_028276516.1,canonical_H2A,236.2,True
XP_028322523.1,canonical_H2A,236.2,True
XP_028323352.1,canonical_H2A,236.2,True
XP_028450926.1,canonical_H2A,236.2,True
XP_028666217.1,canonical_H2A,236.2,True
XP_028838628.1,canonical_H2A,236.2,True
XP_029029686.1,canonical_H2A,236.2,True
XP_029374523.1,canonical_H2A,236.2,True
XP_029483196.1,canonical_H2A,236.2,True
XP_029546617.1,canonical_H2A,236.2,True
XP_029924571.1,canonical_H2A,236.2,True
XP_030010044.1,canonical_H2A,236.2,True
XP_030294709.1,canonical_H2A,236.2,True
XP_030647951.1,canonical_H2A,236.2,True
XP_031166613.1,canonical_H2A,236.2,True
AAH83299.1,canonical_H2A,236.2,True
AAI64227.1,canonical_H2A,236.2,True
ACI67021.1,canonical_H2A,236.2,True
ACO07432.1,canonical_H2A,236.2,True
ACO07901.1,canonical_H2A,236.2,True
ACO07941.1,canonical_H2A,236.2,True
ACO13624.1,canonical_H2A,236.2,True
ACO13647.1,canonical_H2A,236.2,True
CDQ70523.1,canonical_H2A,236.2,True
KPP75730.1,canonical_H2A,236.2,True
KTG02653.1,canonical_H2A,236.2,True
KTG42469.1,canonical_H2A,236.2,True
AOW44165.1,canonical_H2A,236.2,True
AWP00578.1,canonical_H2A,236.2,True
TDH04540.1,canonical_H2A,236.2,True
TKS83828.1,canonical_H2A,236.2,True
TRY90582.1,canonical_H2A,236.2,True
TSK16158.1,canonical_H2A,236.2,True
KAA0704042.1,canonical_H2A,236.2,True
KAB5543555.1,canonical_H2A,236.2,True
NP_001005967.1,macroH2A,196.8,False
NP_001297973.1,macroH2A,196.8,False
XP_005813815.1,macroH2A,196.8,False
XP_007243489.1,macroH2A,196.8,False
XP_008278249.1,macroH2A,196.8,False
XP_008330834.1,macroH2A,196.8,False
XP_010749214.1,macroH2A,196.8,False
XP_012683108.1,macroH2A,196.8,False
XP_013992645.1,macroH2A,196.8,False
XP_016132196.1,macroH2A,196.8,False
XP_016118666.1,macroH2A,196.8,False
XP_016345846.1,macroH2A,196.8,False
XP_016349085.1,macroH2A,196.8,False
XP_016349086.1,macroH2A,196.8,False
XP_016416878.1,macroH2A,196.8,False
XP_017345146.1,macroH2A,196.8,False
XP_018546810.1,macroH2A,196.8,False
XP_018610648.1,macroH2A,196.8,False
XP_019941073.1,macroH2A,196.8,False
XP_020341321.1,macroH2A,196.8,False
XP_020476279.1,macroH2A,196.8,False
XP_020790210.1,macroH2A,196.8,False
XP_021479503.1,macroH2A,196.8,False
XP_022054082.1,macroH2A,196.8,False
XP_022601515.1,macroH2A,196.8,False
XP_023130864.1,macroH2A,196.8,False
XP_023260444.1,macroH2A,196.8,False
XP_023690790.1,macroH2A,196.8,False
XP_023867278.1,macroH2A,196.8,False
XP_024287811.1,macroH2A,196.8,False
XP_024288078.1,macroH2A,196.8,False
XP_026103259.1,macroH2A,196.8,False
XP_026129573.1,macroH2A,196.8,False
XP_026183860.1,macroH2A,196.8,False
XP_026228618.1,macroH2A,196.8,False
XP_026797602.1,macroH2A,196.8,False
XP_026868495.1,macroH2A,196.8,False
XP_027006708.1,macroH2A,196.8,False
XP_027886979.1,macroH2A,196.8,False
XP_028276516.1,macroH2A,196.8,False
XP_028322523.1,macroH2A,196.8,False
XP_028323352.1,macroH2A,196.8,False
XP_028450926.1,macroH2A,196.8,False
XP_028666217.1,macroH2A,196.8,False
XP_028838628.1,macroH2A,196.8,False
XP_029029686.1,macroH2A,196.8,False
XP_029374523.1,macroH2A,196.8,False
XP_029483196.1,macroH2A,196.8,False
XP_029546617.1,macroH2A,196.8,False
XP_029924571.1,macroH2A,196.8,False
XP_030010044.1,macroH2A,196.8,False
XP_030294709.1,macroH2A,196.8,False
XP_030647951.1,macroH2A,196.8,False
XP_031166613.1,macroH2A,196.8,False
AAH83299.1,macroH2A,196.8,False
AAI64227.1,macroH2A,196.8,False
ACI67021.1,macroH2A,196.8,False
ACO07432.1,macroH2A,196.8,False
ACO07901.1,macroH2A,196.8,False
ACO07941.1,macroH2A,196.8,False
ACO13624.1,macroH2A,196.8,False
ACO13647.1,macroH2A,196.8,False
CDQ70523.1,macroH2A,196.8,False
KPP75730.1,macroH2A,196.8,False
KTG02653.1,macroH2A,196.8,False
KTG42469.1,macroH2A,196.8,False
AOW44165.1,macroH2A,196.8,False
AWP00578.1,macroH2A,196.8,False
TDH04540.1,macroH2A,196.8,False
TKS83828.1,macroH2A,196.8,False
TRY90582.1,macroH2A,196.8,False
TSK16158.1,macroH2A,196.8,False
KAA0704042.1,macroH2A,196.8,False
KAB5543555.1,macroH2A,196.8,False
NP_001005967.1,H2A.W,208.7,False
NP_001297973.1,H2A.W,208.7,False
XP_005813815.1,H2A.W,208.7,False
XP_007243489.1,H2A.W,208.7,False
XP_008278249.1,H2A.W,208.7,False
XP_008330834.1,H2A.W,208.7,False
XP_010749214.1,H2A.W,208.7,False
XP_012683108.1,H2A.W,208.7,False
XP_013992645.1,H2A.W,208.7,False
XP_016132196.1,H2A.W,208.7,False
XP_016118666.1,H2A.W,208.7,False
XP_016345846.1,H2A.W,208.7,False
XP_016349085.1,H2A.W,208.7,False
XP_016349086.1,H2A.W,208.7,False
XP_016416878.1,H2A.W,208.7,False
XP_017345146.1,H2A.W,208.7,False
XP_018546810.1,H2A.W,208.7,False
XP_018610648.1,H2A.W,208.7,False
XP_019941073.1,H2A.W,208.7,False
XP_020341321.1,H2A.W,208.7,False
XP_020476279.1,H2A.W,208.7,False
XP_020790210.1,H2A.W,208.7,False
XP_021479503.1,H2A.W,208.7,False
XP_022054082.1,H2A.W,208.7,False
XP_022601515.1,H2A.W,208.7,False
XP_023130864.1,H2A.W,208.7,False
XP_023260444.1,H2A.W,208.7,False
XP_023690790.1,H2A.W,208.7,False
XP_023867278.1,H2A.W,208.7,False
XP_024287811.1,H2A.W,208.7,False
XP_024288078.1,H2A.W,208.7,False
XP_026103259.1,H2A.W,208.7,False
XP_026129573.1,H2A.W,208.7,False
XP_026183860.1,H2A.W,208.7,False
XP_026228618.1,H2A.W,208.7,False
XP_026797602.1,H2A.W,208.7,False
XP_026868495.1,H2A.W,208.7,False
XP_027006708.1,H2A.W,208.7,False
XP_027886979.1,H2A.W,208.7,False
XP_028276516.1,H2A.W,208.7,False
XP_028322523.1,H2A.W,208.7,False
XP_028323352.1,H2A.W,208.7,False
XP_028450926.1,H2A.W,208.7,False
XP_028666217.1,H2A.W,208.7,False
XP_028838628.1,H2A.W,208.7,False
XP_029029686.1,H2A.W,208.7,False
XP_029374523.1,H2A.W,208.7,False
XP_029483196.1,H2A.W,208.7,False
XP_029546617.1,H2A.W,208.7,False
XP_029924571.1,H2A.W,208.7,False
XP_030010044.1,H2A.W,208.7,False
XP_030294709.1,H2A.W,208.7,False
XP_030647951.1,H2A.W,208.7,False
XP_031166613.1,H2A.W,208.7,False
AAH83299.1,H2A.W,208.7,False
AAI64227.1,H2A.W,208.7,False
ACI67021.1,H2A.W,208.7,False
ACO07432.1,H2A.W,208.7,False
ACO07901.1,H2A.W,208.7,False
ACO07941.1,H2A.W,208.7,False
ACO13624.1,H2A.W,208.7,False
ACO13647.1,H2A.W,208.7,False
CDQ70523.1,H2A.W,208.7,False
KPP75730.1,H2A.W,208.7,False
KTG02653.1,H2A.W,208.7,False
KTG42469.1,H2A.W,208.7,False
AOW44165.1,H2A.W,208.7,False
AWP00578.1,H2A.W,208.7,False
TDH04540.1,H2A.W,208.7,False
TKS83828.1,H2A.W,208.7,False
TRY90582.1,H2A.W,208.7,False
TSK16158.1,H2A.W,208.7,False
KAA0704042.1,H2A.W,208.7,False
KAB5543555.1,H2A.W,208.7,False
NP_001005967.1,H2A.X,234.4,False
NP_001297973.1,H2A.X,234.4,False
XP_005813815.1,H2A.X,234.4,False
XP_007243489.1,H2A.X,234.4,False
XP_008278249.1,H2A.X,234.4,False
XP_008330834.1,H2A.X,234.4,False
XP_010749214.1,H2A.X,234.4,False
XP_012683108.1,H2A.X,234.4,False
XP_013992645.1,H2A.X,234.4,False
XP_016132196.1,H2A.X,234.4,False
XP_016118666.1,H2A.X,234.4,False
XP_016345846.1,H2A.X,234.4,False
XP_016349085.1,H2A.X,234.4,False
XP_016349086.1,H2A.X,234.4,False
XP_016416878.1,H2A.X,234.4,False
XP_017345146.1,H2A.X,234.4,False
XP_018546810.1,H2A.X,234.4,False
XP_018610648.1,H2A.X,234.4,False
XP_019941073.1,H2A.X,234.4,False
XP_020341321.1,H2A.X,234.4,False
XP_020476279.1,H2A.X,234.4,False
XP_020790210.1,H2A.X,234.4,False
XP_021479503.1,H2A.X,234.4,False
XP_022054082.1,H2A.X,234.4,False
XP_022601515.1,H2A.X,234.4,False
XP_023130864.1,H2A.X,234.4,False
XP_023260444.1,H2A.X,234.4,False
XP_023690790.1,H2A.X,234.4,False
XP_023867278.1,H2A.X,234.4,False
XP_024287811.1,H2A.X,234.4,False
XP_024288078.1,H2A.X,234.4,False
XP_026103259.1,H2A.X,234.4,False
XP_026129573.1,H2A.X,234.4,False
XP_026183860.1,H2A.X,234.4,False
XP_026228618.1,H2A.X,234.4,False
XP_026797602.1,H2A.X,234.4,False
XP_026868495.1,H2A.X,234.4,False
XP_027006708.1,H2A.X,234.4,False
XP_027886979.1,H2A.X,234.4,False
XP_028276516.1,H2A.X,234.4,False
XP_028322523.1,H2A.X,234.4,False
XP_028323352.1,H2A.X,234.4,False
XP_028450926.1,H2A.X,234.4,False
XP_028666217.1,H2A.X,234.4,False
XP_028838628.1,H2A.X,234.4,False
XP_029029686.1,H2A.X,234.4,False
XP_029374523.1,H2A.X,234.4,False
XP_029483196.1,H2A.X,234.4,False
XP_029546617.1,H2A.X,234.4,False
XP_029924571.1,H2A.X,234.4,False
XP_030010044.1,H2A.X,234.4,False
XP_030294709.1,H2A.X,234.4,False
XP_030647951.1,H2A.X,234.4,False
XP_031166613.1,H2A.X,234.4,False
AAH83299.1,H2A.X,234.4,False
AAI64227.1,H2A.X,234.4,False
ACI67021.1,H2A.X,234.4,False
ACO07432.1,H2A.X,234.4,False
ACO07901.1,H2A.X,234.4,False
ACO07941.1,H2A.X,234.4,False
ACO13624.1,H2A.X,234.4,False
ACO13647.1,H2A.X,234.4,False
CDQ70523.1,H2A.X,234.4,False
KPP75730.1,H2A.X,234.4,False
KTG02653.1,H2A.X,234.4,False
KTG42469.1,H2A.X,234.4,False
AOW44165.1,H2A.X,234.4,False
AWP00578.1,H2A.X,234.4,False
TDH04540.1,H2A.X,234.4,False
TKS83828.1,H2A.X,234.4,False
TRY90582.1,H2A.X,234.4,False
TSK16158.1,H2A.X,234.4,False
KAA0704042.1,H2A.X,234.4,False
KAB5543555.1,H2A.X,234.4,False
NP_001005967.1,H2A.B,100.5,False
NP_001297973.1,H2A.B,100.5,False
XP_005813815.1,H2A.B,100.5,False
XP_007243489.1,H2A.B,100.5,False
XP_008278249.1,H2A.B,100.5,False
XP_008330834.1,H2A.B,100.5,False
XP_010749214.1,H2A.B,100.5,False
XP_012683108.1,H2A.B,100.5,False
XP_013992645.1,H2A.B,100.5,False
XP_016132196.1,H2A.B,100.5,False
XP_016118666.1,H2A.B,100.5,False
XP_016345846.1,H2A.B,100.5,False
XP_016349085.1,H2A.B,100.5,False
XP_016349086.1,H2A.B,100.5,False
XP_016416878.1,H2A.B,100.5,False
XP_017345146.1,H2A.B,100.5,False
XP_018546810.1,H2A.B,100.5,False
XP_018610648.1,H2A.B,100.5,False
XP_019941073.1,H2A.B,100.5,False
XP_020341321.1,H2A.B,100.5,False
XP_020476279.1,H2A.B,100.5,False
XP_020790210.1,H2A.B,100.5,False
XP_021479503.1,H2A.B,100.5,False
XP_022054082.1,H2A.B,100.5,False
XP_022601515.1,H2A.B,100.5,False
XP_023130864.1,H2A.B,100.5,False
XP_023260444.1,H2A.B,100.5,False
XP_023690790.1,H2A.B,100.5,False
XP_023867278.1,H2A.B,100.5,False
XP_024287811.1,H2A.B,100.5,False
XP_024288078.1,H2A.B,100.5,False
XP_026103259.1,H2A.B,100.5,False
XP_026129573.1,H2A.B,100.5,False
XP_026183860.1,H2A.B,100.5,False
XP_026228618.1,H2A.B,100.5,False
XP_026797602.1,H2A.B,100.5,False
XP_026868495.1,H2A.B,100.5,False
XP_027006708.1,H2A.B,100.5,False
XP_027886979.1,H2A.B,100.5,False
XP_028276516.1,H2A.B,100.5,False
XP_028322523.1,H2A.B,100.5,False
XP_028323352.1,H2A.B,100.5,False
XP_028450926.1,H2A.B,100.5,False
XP_028666217.1,H2A.B,100.5,False
XP_028838628.1,H2A.B,100.5,False
XP_029029686.1,H2A.B,100.5,False
XP_029374523.1,H2A.B,100.5,False
XP_029483196.1,H2A.B,100.5,False
XP_029546617.1,H2A.B,100.5,False
XP_029924571.1,H2A.B,100.5,False
XP_030010044.1,H2A.B,100.5,False
XP_030294709.1,H2A.B,100.5,False
XP_030647951.1,H2A.B,100.5,False
XP_031166613.1,H2A.B,100.5,False
AAH83299.1,H2A.B,100.5,False
AAI64227.1,H2A.B,100.5,False
ACI67021.1,H2A.B,100.5,False
ACO07432.1,H2A.B,100.5,False
ACO07901.1,H2A.B,100.5,False
ACO07941.1,H2A.B,100.5,False
ACO13624.1,H2A.B,100.5,False
ACO13647.1,H2A.B,100.5,False
CDQ70523.1,H2A.B,100.5,False
KPP75730.1,H2A.B,100.5,False
KTG02653.1,H2A.B,100.5,False
KTG42469.1,H2A.B,100.5,False
AOW44165.1,H2A.B,100.5,False
AWP00578.1,H2A.B,100.5,False
TDH04540.1,H2A.B,100.5,False
TKS83828.1,H2A.B,100.5,False
TRY90582.1,H2A.B,100.5,False
TSK16158.1,H2A.B,100.5,False
KAA0704042.1,H2A.B,100.5,False
KAB5543555.1,H2A.B,100.5,False
NP_001005967.1,H2A.L,121.2,False
NP_001297973.1,H2A.L,121.2,False
XP_005813815.1,H2A.L,121.2,False
XP_007243489.1,H2A.L,121.2,False
XP_008278249.1,H2A.L,121.2,False
XP_008330834.1,H2A.L,121.2,False
XP_010749214.1,H2A.L,121.2,False
XP_012683108.1,H2A.L,121.2,False
XP_013992645.1,H2A.L,121.2,False
XP_016132196.1,H2A.L,121.2,False
XP_016118666.1,H2A.L,121.2,False
XP_016345846.1,H2A.L,121.2,False
XP_016349085.1,H2A.L,121.2,False
XP_016349086.1,H2A.L,121.2,False
XP_016416878.1,H2A.L,121.2,False
XP_017345146.1,H2A.L,121.2,False
XP_018546810.1,H2A.L,121.2,False
XP_018610648.1,H2A.L,121.2,False
XP_019941073.1,H2A.L,121.2,False
XP_020341321.1,H2A.L,121.2,False
XP_020476279.1,H2A.L,121.2,False
XP_020790210.1,H2A.L,121.2,False
XP_021479503.1,H2A.L,121.2,False
XP_022054082.1,H2A.L,121.2,False
XP_022601515.1,H2A.L,121.2,False
XP_023130864.1,H2A.L,121.2,False
XP_023260444.1,H2A.L,121.2,False
XP_023690790.1,H2A.L,121.2,False
XP_023867278.1,H2A.L,121.2,False
XP_024287811.1,H2A.L,121.2,False
XP_024288078.1,H2A.L,121.2,False
XP_026103259.1,H2A.L,121.2,False
XP_026129573.1,H2A.L,121.2,False
XP_026183860.1,H2A.L,121.2,False
XP_026228618.1,H2A.L,121.2,False
XP_026797602.1,H2A.L,121.2,False
XP_026868495.1,H2A.L,121.2,False
XP_027006708.1,H2A.L,121.2,False
XP_027886979.1,H2A.L,121.2,False
XP_028276516.1,H2A.L,121.2,False
XP_028322523.1,H2A.L,121.2,False
XP_028323352.1,H2A.L,121.2,False
XP_028450926.1,H2A.L,121.2,False
XP_028666217.1,H2A.L,121.2,False
XP_028838628.1,H2A.L,121.2,False
XP_029029686.1,H2A.L,121.2,False
XP_029374523.1,H2A.L,121.2,False
XP_029483196.1,H2A.L,121.2,False
XP_029546617.1,H2A.L,121.2,False
XP_029924571.1,H2A.L,121.2,False
XP_030010044.1,H2A.L,121.2,False
XP_030294709.1,H2A.L,121.2,False
XP_030647951.1,H2A.L,121.2,False
XP_031166613.1,H2A.L,121.2,False
AAH83299.1,H2A.L,121.2,False
AAI64227.1,H2A.L,121.2,False
ACI67021.1,H2A.L,121.2,False
ACO07432.1,H2A.L,121.2,False
ACO07901.1,H2A.L,121.2,False
ACO07941.1,H2A.L,121.2,False
ACO13624.1,H2A.L,121.2,False
ACO13647.1,H2A.L,121.2,False
CDQ70523.1,H2A.L,121.2,False
KPP75730.1,H2A.L,121.2,False
KTG02653.1,H2A.L,121.2,False
KTG42469.1,H2A.L,121.2,False
AOW44165.1,H2A.L,121.2,False
AWP00578.1,H2A.L,121.2,False
TDH04540.1,H2A.L,121.2,False
TKS83828.1,H2A.L,121.2,False
TRY90582.1,H2A.L,121.2,False
TSK16158.1,H2A.L,121.2,False
KAA0704042.1,H2A.L,121.2,False
KAB5543555.1,H2A.L,121.2,False
BAD90754.1,canonical_H3,286.2,False
BAD90757.1,canonical_H3,286.2,False
XP_009166091.1,canonical_H3,283.1,False
XP_012796725.1,canonical_H3,283.1,False
XP_018644337.1,canonical_H3,283.1,False
XP_024345796.1,canonical_H3,283.1,False
AAW24748.1,canonical_H3,283.1,False
CAX72005.1,canonical_H3,283.1,False
CAX72006.1,canonical_H3,283.1,False
CAX72007.1,canonical_H3,283.1,False
CAX72008.1,canonical_H3,283.1,False
CAX72009.1,canonical_H3,283.1,False
CAX72010.1,canonical_H3,283.1,False
CAX72011.1,canonical_H3,283.1,False
CAX72012.1,canonical_H3,283.1,False
CAX78697.1,canonical_H3,283.1,False
CAX78698.1,canonical_H3,283.1,False
CAX78700.1,canonical_H3,283.1,False
CAX78701.1,canonical_H3,283.1,False
CAX78702.1,canonical_H3,283.1,False
CAX78703.1,canonical_H3,283.1,False
CAX78704.1,canonical_H3,283.1,False
CAX78705.1,canonical_H3,283.1,False
CAX78706.1,canonical_H3,283.1,False
CAX78707.1,canonical_H3,283.1,False
CAX78708.1,canonical_H3,283.1,False
CAX78709.1,canonical_H3,283.1,False
CAX78710.1,canonical_H3,283.1,False
CAX78711.1,canonical_H3,283.1,False
CAX78712.1,canonical_H3,283.1,False
CAX78713.1,canonical_H3,283.1,False
CAX78714.1,canonical_H3,283.1,False
CAX78715.1,canonical_H3,283.1,False
CAX78716.1,canonical_H3,283.1,False
CAX75182.1,canonical_H3,283.1,False
CAX75183.1,canonical_H3,283.1,False
CAX75184.1,canonical_H3,283.1,False
CAX75185.1,canonical_H3,283.1,False
CAZ35552.1,canonical_H3,283.1,False
GAA29599.1,canonical_H3,283.1,False
AFL48195.1,canonical_H3,283.1,False
EUB54600.1,canonical_H3,283.1,False
KER30170.1,canonical_H3,283.1,False
CDS18053.1,canonical_H3,283.1,False
CDS25794.1,canonical_H3,283.1,False
KFM77247.1,canonical_H3,283.1,False
KGB36963.1,canonical_H3,283.1,False
CUT98752.1,canonical_H3,283.1,False
OON23760.1,canonical_H3,283.1,False
PAA53046.1,canonical_H3,283.1,False
PAA55972.1,canonical_H3,283.1,False
PAA59034.1,canonical_H3,283.1,False
PAA61031.1,canonical_H3,283.1,False
PAA70755.1,canonical_H3,283.1,False
PAA72044.1,canonical_H3,283.1,False
PAA82591.1,canonical_H3,283.1,False
PAA88027.1,canonical_H3,283.1,False
PAA90042.1,canonical_H3,283.1,False
PAA90091.1,canonical_H3,283.1,False
RJW65259.1,canonical_H3,283.1,False
VDM34336.1,canonical_H3,283.1,False
VDD82382.1,canonical_H3,283.1,False
VDK44646.1,canonical_H3,283.1,False
VDN96451.1,canonical_H3,283.1,False
VDL61714.1,canonical_H3,283.1,False
VDP46499.1,canonical_H3,283.1,False
VDO98277.1,canonical_H3,283.1,False
VDO77256.1,canonical_H3,283.1,False
VDN15689.1,canonical_H3,283.1,False
VDL92842.1,canonical_H3,283.1,False
VDQ05070.1,canonical_H3,283.1,False
VDP95272.1,canonical_H3,283.1,False
VDP88502.1,canonical_H3,283.1,False
RTG90716.1,canonical_H3,283.1,False
VEL39125.1,canonical_H3,283.1,False
TGZ65619.1,canonical_H3,283.1,False
THD18137.1,canonical_H3,283.1,False
TNN09375.1,canonical_H3,283.1,False
TPP56083.1,canonical_H3,283.1,False
VUZ42625.1,canonical_H3,283.1,False
KAA0186484.1,canonical_H3,283.1,False
KAA3672530.1,canonical_H3,283.1,False
KAA3673272.1,canonical_H3,283.1,False
BAD90809.1,canonical_H3,282.7,False
BAD90809.1,H3.Y,243.9,False
XP_009166091.1,H3.Y,242.5,False
XP_012796725.1,H3.Y,242.5,False
XP_018644337.1,H3.Y,242.5,False
XP_024345796.1,H3.Y,242.5,False
AAW24748.1,H3.Y,242.5,False
CAX72005.1,H3.Y,242.5,False
CAX72006.1,H3.Y,242.5,False
CAX72007.1,H3.Y,242.5,False
CAX72008.1,H3.Y,242.5,False
CAX72009.1,H3.Y,242.5,False
CAX72010.1,H3.Y,242.5,False
CAX72011.1,H3.Y,242.5,False
CAX72012.1,H3.Y,242.5,False
CAX78697.1,H3.Y,242.5,False
CAX78698.1,H3.Y,242.5,False
CAX78700.1,H3.Y,242.5,False
CAX78701.1,H3.Y,242.5,False
CAX78702.1,H3.Y,242.5,False
CAX78703.1,H3.Y,242.5,False
CAX78704.1,H3.Y,242.5,False
CAX78705.1,H3.Y,242.5,False
CAX78706.1,H3.Y,242.5,False
CAX78707.1,H3.Y,242.5,False
CAX78708.1,H3.Y,242.5,False
CAX78709.1,H3.Y,242.5,False
CAX78710.1,H3.Y,242.5,False
CAX78711.1,H3.Y,242.5,False
CAX78712.1,H3.Y,242.5,False
CAX78713.1,H3.Y,242.5,False
CAX78714.1,H3.Y,242.5,False
CAX78715.1,H3.Y,242.5,False
CAX78716.1,H3.Y,242.5,False
CAX75182.1,H3.Y,242.5,False
CAX75183.1,H3.Y,242.5,False
CAX75184.1,H3.Y,242.5,False
CAX75185.1,H3.Y,242.5,False
CAZ35552.1,H3.Y,242.5,False
GAA29599.1,H3.Y,242.5,False
AFL48195.1,H3.Y,242.5,False
EUB54600.1,H3.Y,242.5,False
KER30170.1,H3.Y,242.5,False
CDS18053.1,H3.Y,242.5,False
CDS25794.1,H3.Y,242.5,False
KFM77247.1,H3.Y,242.5,False
KGB36963.1,H3.Y,242.5,False
CUT98752.1,H3.Y,242.5,False
OON23760.1,H3.Y,242.5,False
PAA53046.1,H3.Y,242.5,False
PAA55972.1,H3.Y,242.5,False
PAA59034.1,H3.Y,242.5,False
PAA61031.1,H3.Y,242.5,False
PAA70755.1,H3.Y,242.5,False
PAA72044.1,H3.Y,242.5,False
PAA82591.1,H3.Y,242.5,False
PAA88027.1,H3.Y,242.5,False
PAA90042.1,H3.Y,242.5,False
PAA90091.1,H3.Y,242.5,False
RJW65259.1,H3.Y,242.5,False
VDM34336.1,H3.Y,242.5,False
VDD82382.1,H3.Y,242.5,False
VDK44646.1,H3.Y,242.5,False
VDN96451.1,H3.Y,242.5,False
VDL61714.1,H3.Y,242.5,False
VDP46499.1,H3.Y,242.5,False
VDO98277.1,H3.Y,242.5,False
VDO77256.1,H3.Y,242.5,False
VDN15689.1,H3.Y,242.5,False
VDL92842.1,H3.Y,242.5,False
VDQ05070.1,H3.Y,242.5,False
VDP95272.1,H3.Y,242.5,False
VDP88502.1,H3.Y,242.5,False
RTG90716.1,H3.Y,242.5,False
VEL39125.1,H3.Y,242.5,False
TGZ65619.1,H3.Y,242.5,False
THD18137.1,H3.Y,242.5,False
TNN09375.1,H3.Y,242.5,False
TPP56083.1,H3.Y,242.5,False
VUZ42625.1,H3.Y,242.5,False
KAA0186484.1,H3.Y,242.5,False
KAA3672530.1,H3.Y,242.5,False
KAA3673272.1,H3.Y,242.5,False
BAD90754.1,H3.Y,235.6,False
BAD90757.1,H3.Y,235.6,False
BAD90754.1,cenH3,202.5,False
BAD90757.1,cenH3,202.5,False
BAD90809.1,cenH3,201.1,False
XP_009166091.1,cenH3,199.5,False
XP_012796725.1,cenH3,199.5,False
XP_018644337.1,cenH3,199.5,False
XP_024345796.1,cenH3,199.5,False
AAW24748.1,cenH3,199.5,False
CAX72005.1,cenH3,199.5,False
CAX72006.1,cenH3,199.5,False
CAX72007.1,cenH3,199.5,False
CAX72008.1,cenH3,199.5,False
CAX72009.1,cenH3,199.5,False
CAX72010.1,cenH3,199.5,False
CAX72011.1,cenH3,199.5,False
CAX72012.1,cenH3,199.5,False
CAX78697.1,cenH3,199.5,False
CAX78698.1,cenH3,199.5,False
CAX78700.1,cenH3,199.5,False
CAX78701.1,cenH3,199.5,False
CAX78702.1,cenH3,199.5,False
CAX78703.1,cenH3,199.5,False
CAX78704.1,cenH3,199.5,False
CAX78705.1,cenH3,199.5,False
CAX78706.1,cenH3,199.5,False
CAX78707.1,cenH3,199.5,False
CAX78708.1,cenH3,199.5,False
CAX78709.1,cenH3,199.5,False
CAX78710.1,cenH3,199.5,False
CAX78711.1,cenH3,199.5,False
CAX78712.1,cenH3,199.5,False
CAX78713.1,cenH3,199.5,False
CAX78714.1,cenH3,199.5,False
CAX78715.1,cenH3,199.5,False
CAX78716.1,cenH3,199.5,False
CAX75182.1,cenH3,199.5,False
CAX75183.1,cenH3,199.5,False
CAX75184.1,cenH3,199.5,False
CAX75185.1,cenH3,199.5,False
CAZ35552.1,cenH3,199.5,False
GAA29599.1,cenH3,199.5,False
AFL48195.1,cenH3,199.5,False
EUB54600.1,cenH3,199.5,False
KER30170.1,cenH3,199.5,False
CDS18053.1,cenH3,199.5,False
CDS25794.1,cenH3,199.5,False
KFM77247.1,cenH3,199.5,False
KGB36963.1,cenH3,199.5,False
CUT98752.1,cenH3,199.5,False
OON23760.1,cenH3,199.5,False
PAA53046.1,cenH3,199.5,False
PAA55972.1,cenH3,199.5,False
PAA59034.1,cenH3,199.5,False
PAA61031.1,cenH3,199.5,False
PAA70755.1,cenH3,199.5,False
PAA72044.1,cenH3,199.5,False
PAA82591.1,cenH3,199.5,False
PAA88027.1,cenH3,199.5,False
PAA90042.1,cenH3,199.5,False
PAA90091.1,cenH3,199.5,False
RJW65259.1,cenH3,199.5,False
